tp sites,tp exact,tp under,tp under (IoU),tp under (IoT),tp over,fp sites,fp area,ffpa,proposal area,fpa,fn sites,truth annotations,truth sites,proposed annotations,confident proposals,proposed sites,total sites,truth slices,proposed slices,precision,recall (PD),F1,tau,rho,temporal iop,temporal iot,transient temporal iop,transient temporal iot,min proposal area,min proposal confidence score,min spatial distance threshold,central spatial distance threshold,max spatial distance threshold,min temporal distance threshold,central temporal distance threshold,max temporal distance threshold,region,spatial FAR,temporal FAR,images FAR
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.05,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.1,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.2,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.3,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.4,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.5,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.05,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.1,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.2,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.3,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.4,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.5,0.2,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.1,0.05,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.1,0.1,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.1,0.3,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.1,0.4,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.1,0.1,0.5,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.1,0.05,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.1,0.1,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.1,0.3,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.1,0.4,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.1,0.5,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.05,0.05,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.05,0.1,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.05,0.3,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.05,0.4,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.05,0.5,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.2,0.05,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.2,0.1,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
0,0,0,0,0,0,2,0.0896,0.002,0.3968,0.0088,0,12,0,6,6,2,2,106,248,0,0,0,0.2,0.5,0.2,0.3,0.1,0.2,0.0,0.0,100,,,,,,BR_R002,0.0442,0.0007,0.0081
